Test ID,Module,Sub-Module,Test Case,Pre-condition,Test Steps,Expected Result,Actual Result,Status (Pass/Fail),Tester,Date,Notes
LAB-WL-003,Labor Procurement,Work Logs,Edit work log,Work log exists,"1. Click Edit
2. Modify hours
3. Submit","Work log updated",,,,
LAB-WL-004,Labor Procurement,Work Logs,Delete work log,Work log exists,"1. Click Delete
2. Confirm","Work log removed",,,,
LAB-WL-005,Labor Procurement,Work Logs,View all logs for contract,Contract with multiple logs,"1. Click 'View Contract Logs'","All work logs for the contract displayed",,,,
LAB-IN-001,Labor Procurement,Labor Inspections,Verify inspections page loads,Inspections exist,"1. Navigate to Labor Procurement > Labor Inspections","Inspections table: #, Contract, Artisan, Date, Quality Rating, Status",,,,
LAB-IN-002,Labor Procurement,Labor Inspections,Create inspection,Active contract exists,"1. Click 'Create Inspection' from contract
2. Fill: Date, Quality Rating, Qty Completed, Progress, Issues, Safety Compliance, Photos
3. Submit","Inspection created in Draft status",,,,
LAB-IN-003,Labor Procurement,Labor Inspections,Submit inspection,Inspection in Draft,"1. Click Submit","Status changes to Submitted",,,,
LAB-IN-004,Labor Procurement,Labor Inspections,Approve inspection,Inspection Submitted; user is approver,"1. Click Approve","Status Approved; work accepted; payment can proceed",,,,
LAB-IN-005,Labor Procurement,Labor Inspections,Reject inspection,Inspection Submitted,"1. Click Reject","Status Rejected; work needs rework",,,,
LAB-IN-006,Labor Procurement,Labor Inspections,Upload inspection photos,Inspection exists,"1. Edit inspection
2. Upload photos
3. Submit","Photos attached as evidence",,,,
LAB-PM-001,Labor Procurement,Labor Payments,Verify payments page loads,Payment phases exist,"1. Navigate to Labor Procurement > Labor Payments","Payments table: Phase #, Contract, Artisan, Amount, Date, Status",,,,
LAB-PM-002,Labor Procurement,Labor Payments,View payment details,Payment phase exists,"1. Click on a payment phase","Detail view with contract and payment information",,,,
LAB-PM-003,Labor Procurement,Labor Payments,Approve payment,Payment Due; user has permission,"1. Click Approve","Payment status changes to Approved",,,,
LAB-PM-004,Labor Procurement,Labor Payments,Process payment,Payment Approved,"1. Click 'Process Payment'
2. Fill: Amount, Payment Date, Method, Reference
3. Submit","Payment processed; status changes to Paid",,,,
LAB-PM-005,Labor Procurement,Labor Payments,Hold payment,Payment Due or Approved,"1. Click 'Hold Payment'","Payment status changes to Held",,,,
LAB-PM-006,Labor Procurement,Labor Payments,Release held payment,Payment Held,"1. Click 'Release'","Payment status returns to previous state",,,,
LAB-PM-007,Labor Procurement,Labor Payments,Bulk approve payments,Multiple payments Due,"1. Select multiple payments
2. Click 'Bulk Approve'","All selected payments approved",,,,
LAB-PM-008,Labor Procurement,Labor Payments,View payment report,Payments exist,"1. Click 'Payment Report'","Summary report of all labor payments displayed",,,,
LAB-PM-009,Labor Procurement,Labor Payments,View contract payments,Contract with payments exists,"1. Click 'Contract Payments' for a contract","All payment phases for the contract displayed",,,,
LAB-E2E-001,Labor Procurement,End-to-End Workflow,Full labor procurement chain,"Project exists; artisan exists","1. Create labor request
2. Approve request
3. Create contract from request
4. Sign contract
5. Create work logs
6. Create inspection
7. Approve inspection
8. Process payment","Complete labor chain executes; all statuses update correctly",,,,
