Test ID,Module,Sub-Module,Test Case,Pre-condition,Test Steps,Expected Result,Actual Result,Status (Pass/Fail),Tester,Date,Notes
PROC-RD-004,Procurement,Record Deliveries,Attach delivery note,Recording delivery,"1. Upload delivery note document during recording","Document attached to receiving record",,,,
PROC-SR-001,Procurement,Supplier Receivings,Verify receivings page loads,Receiving records exist,"1. Navigate to Procurement > Supplier Receivings","Receivings table: Receiving #, PO #, Supplier, Description, Qty, Date, Status",,,,
PROC-SR-002,Procurement,Supplier Receivings,View receiving details,Receiving exists,"1. Click on a receiving record","Detail view with full delivery and PO information",,,,
PROC-SR-003,Procurement,Supplier Receivings,Link receiving to inspection,Receiving pending inspection,"1. Click 'Create Inspection'","Redirected to inspection form with receiving data pre-populated",,,,
PROC-MI-001,Procurement,Material Inspections,Verify inspections page loads,Inspections exist,"1. Navigate to Procurement > Material Inspections","Inspections table: #, Receiving #, Description, Qty Received, Qty Accepted, Inspector, Date, Status",,,,
PROC-MI-002,Procurement,Material Inspections,Create inspection from receiving,Receiving exists,"1. Click 'Create Inspection' from receiving
2. Fill: Qty Accepted, Qty Rejected, Inspector, Findings, Condition, Issues
3. Submit","Inspection created in Draft status; pre-populated from receiving",,,,
PROC-MI-003,Procurement,Material Inspections,Submit inspection for approval,Inspection in Draft,"1. Click Submit","Status changes to Submitted",,,,
PROC-MI-004,Procurement,Material Inspections,Approve inspection,Inspection Submitted; user is approver,"1. Click Approve","Status Approved; stock automatically updated with accepted qty",,,,
PROC-MI-005,Procurement,Material Inspections,Reject inspection,Inspection Submitted,"1. Click Reject","Status Rejected; materials returned/flagged",,,,
PROC-MI-006,Procurement,Material Inspections,Verify stock update on approval,Inspection Approved,"1. Approve inspection
2. Check material inventory","Inventory quantity increased by accepted quantity from inspection",,,,
PROC-MI-007,Procurement,Material Inspections,Upload inspection certificate,Inspection exists,"1. Edit inspection
2. Upload certificate
3. Submit","Certificate attached and viewable",,,,
PROC-SS-001,Procurement,Site Stock Register,Verify project selection page,Projects exist,"1. Navigate to Procurement > Site Stock Register","Project selection page displays",,,,
PROC-SS-002,Procurement,Site Stock Register,View stock register for project,Project with inventory exists,"1. Select a project","Stock register displays: Material, Location, Qty on Hand, Unit, Reorder Level, Status",,,,
PROC-SS-003,Procurement,Site Stock Register,Issue stock,Material with stock exists,"1. Click 'Issue Stock'
2. Fill: Material, Quantity, Destination, Issued To, Date
3. Submit","Stock issued; on-hand quantity reduced; movement recorded",,,,
PROC-SS-004,Procurement,Site Stock Register,Adjust stock,Material exists,"1. Click 'Adjust Stock'
2. Fill: Current Qty (shown), Adjusted Qty, Reason, Approved By
3. Submit","Stock adjusted; movement recorded with reason",,,,
PROC-SS-005,Procurement,Site Stock Register,View stock movements,Movements exist,"1. Click 'Movements' for a project","Movement history displays: Date, Material, Type (Receipt/Issue/Adjustment), Qty, Reference, Verified",,,,
PROC-SS-006,Procurement,Site Stock Register,Verify stock movement,Movement exists; user is verifier,"1. Click 'Verify' on a movement","Movement marked as verified (signed)",,,,
PROC-SS-007,Procurement,Site Stock Register,Print stock register PDF,Stock data exists,"1. Click 'Print Stock Register'","PDF downloads with project stock data",,,,
PROC-SS-008,Procurement,Site Stock Register,Verify low stock indicators,Items below reorder level,"1. View stock register","Low stock items highlighted with warning indicators",,,,
PROC-E2E-001,Procurement,End-to-End Workflow,Full procurement chain test,"Project with BOQ exists; supplier exists","1. Create material request from BOQ
2. Get it approved
3. Create supplier quotations (multiple suppliers)
4. Create quotation comparison
5. Approve comparison
6. Create purchase order
7. Record delivery
8. Create inspection
9. Approve inspection
10. Verify stock updated","Complete procurement chain executes without errors; stock reflects received materials",,,,
