Test ID,Module,Sub-Module,Test Case,Pre-condition,Test Steps,Expected Result,Actual Result,Status (Pass/Fail),Tester,Date,Notes
EMP-SS-002,Employee Management,Salary Slips,Generate individual salary slip PDF,Payroll exists for period,"1. Select employee and month/year
2. Click Generate PDF","PDF downloads with: Employee Name, Basic Salary, Allowances, Gross, Deductions (itemized), Net Pay, Bank Account",,,,
EMP-SS-003,Employee Management,Salary Slips,Email salary slip to employee,Salary slip generated; employee has email,"1. Click 'Email Slip'","Salary slip emailed to employee",,,,
EMP-AL-001,Employee Management,Employee Allowances,Verify allowances page loads,Allowances exist,"1. Navigate to Employee Management > Employee Allowances","Allowances table: Code, Name, Type (Fixed/Percentage), Amount, Status",,,,
EMP-AL-002,Employee Management,Employee Allowances,Add allowance type,User has permission,"1. Click 'Add Allowance'
2. Fill: Code, Name, Type, Amount/Percentage
3. Submit","Allowance type created",,,,
EMP-AL-003,Employee Management,Employee Allowances,Edit allowance,Allowance exists,"1. Click Edit
2. Modify
3. Submit","Allowance updated",,,,
EMP-AS-001,Employee Management,Advance Salary,Verify advance salary page loads,Advance requests exist,"1. Navigate to Employee Management > Advance Salary","Advances list: Employee, Amount, Reason, Date, Status",,,,
EMP-AS-002,Employee Management,Advance Salary,Request advance salary,Employee exists,"1. Click 'Request Advance'
2. Fill: Employee, Amount, Reason, Date Needed, Repayment Months
3. Submit","Advance request created in Draft status",,,,
EMP-AS-003,Employee Management,Advance Salary,Submit advance for approval,Advance in Draft,"1. Click Submit for Approval","Status changes to Submitted",,,,
EMP-AS-004,Employee Management,Advance Salary,Approve advance salary,Advance Submitted; user is approver,"1. Click Approve","Status changes to Approved; deduction starts in next payroll",,,,
EMP-AS-005,Employee Management,Advance Salary,Reject advance salary,Advance Submitted; user is approver,"1. Click Reject
2. Enter reason","Status changes to Rejected with reason",,,,
EMP-AS-006,Employee Management,Advance Salary,Verify advance deduction in payroll,Advance Approved; next payroll created,"1. Create payroll for next month
2. Check employee's deductions","Advance salary deduction appears in payroll deductions",,,,
EMP-SAL-001,Employee Management,Salaries & Salary Arrears,Verify salaries page loads,Salaries configured,"1. Navigate to Employee Management > Salaries & Salary Arrears","Salaries table: Employee, Basic Salary, Effective From, Grade, Status",,,,
EMP-SAL-002,Employee Management,Salaries & Salary Arrears,Set employee salary,Employee exists,"1. Click 'Set Salary'
2. Fill: Employee, Basic Salary, Effective Date, Currency
3. Submit","Salary configured for employee",,,,
EMP-SAL-003,Employee Management,Salaries & Salary Arrears,Apply salary increase,Employee has existing salary,"1. Click Edit
2. Increase basic salary
3. Set new effective date
4. Submit","New salary recorded; history preserved",,,,
EMP-LN-001,Employee Management,Loan Details,Verify loans page loads,Loans exist,"1. Navigate to Employee Management > Loan Details","Loans list: Employee, Amount, Date, Status",,,,
EMP-LN-002,Employee Management,Loan Details,Apply for loan,Employee exists,"1. Click 'Apply for Loan'
2. Fill: Employee, Amount, Purpose, Start Date, Duration, Monthly Deduction
3. Submit","Loan application created in Pending status",,,,
EMP-LN-003,Employee Management,Loan Details,Submit loan for approval,Loan in Pending status,"1. Click Submit for Approval","Status changes to Submitted",,,,
EMP-LN-004,Employee Management,Loan Details,Approve loan,Loan Submitted; user is approver,"1. Click Approve","Loan Approved; deductions start in next payroll",,,,
EMP-LN-005,Employee Management,Loan Details,View loan deduction schedule,Loan Approved,"1. Open loan detail
2. View deduction schedule","Schedule shows monthly deductions with balance after each payment",,,,
EMP-LN-006,Employee Management,Loan Details,Track loan payment progress,Loan with partial payments,"1. Open loan detail","Payment tracker shows amount paid vs remaining balance",,,,
EMP-LD-001,Employee Management,Leave Dashboard,Verify leave dashboard loads,Leave data exists,"1. Navigate to Employee Management > Leave Dashboard","Dashboard shows leave balances and status for all employees",,,,
EMP-LR-001,Employee Management,Leave Request,Create leave request,Employee with leave balance,"1. Navigate to Leave Request
2. Click 'Create Leave Request'
3. Fill: Leave Type, Start Date, End Date, Reason
4. Submit","Leave request created; days auto-calculated",,,,
EMP-LR-002,Employee Management,Leave Request,Approve leave request,Leave request Submitted; user is approver,"1. Open request
2. Click Approve","Leave approved; balance deducted",,,,
EMP-LR-003,Employee Management,Leave Request,Reject leave request,Leave request Submitted,"1. Click Reject
2. Enter reason","Leave rejected; balance unchanged",,,,
EMP-LR-004,Employee Management,Leave Request,View leave balance,Employee has leave allocations,"1. Open leave request page
2. Check balance section","Remaining days per leave type displayed correctly",,,,
EMP-LM-001,Employee Management,Leave Managements,Verify leave management page loads,Leave types exist,"1. Navigate to Employee Management > Leave Managements","Leave management table with employee leave records",,,,
EMP-LT-001,Employee Management,Leave Types,Verify leave types page loads,Leave types exist,"1. Navigate to Employee Management > Leave Types","Leave types table: Code, Name, Days Per Year, Carryover %, Status",,,,
EMP-LT-002,Employee Management,Leave Types,Add leave type,User has permission,"1. Click 'Add Leave Type'
2. Fill: Code, Name, Days Per Year, Carryover %
3. Submit","Leave type created",,,,
EMP-LT-003,Employee Management,Leave Types,Edit leave type,Leave type exists,"1. Click Edit
2. Modify days per year
3. Submit","Leave type updated",,,,
EMP-CB-001,Employee Management,CRDB Bank File,Verify CRDB bank file page loads,Payroll exists,"1. Navigate to Employee Management > CRDB Bank File","Bank file generator with month/year selector",,,,
EMP-CB-002,Employee Management,CRDB Bank File,Generate CRDB bank file,Approved payroll exists for month,"1. Select month/year
2. Click 'Preview'
3. Verify employee list and amounts
4. Click 'Generate File'","Bank file downloads in CRDB format with correct employee data",,,,
EMP-CB-003,Employee Management,CRDB Bank File,Exclude employee from bank file,Payroll exists; employee should be excluded,"1. Preview payroll
2. Uncheck employee to exclude
3. Generate file","File generated without excluded employee",,,,
EMP-ATT-001,Employee Management,Attendance Types,Verify attendance types page loads,Attendance types exist,"1. Navigate to Employee Management > Attendance Types","Attendance types table: Code, Name, Description, Status",,,,
EMP-ATT-002,Employee Management,Attendance Types,Add attendance type,User has permission,"1. Click 'Add Attendance Type'
2. Fill: Code, Name, Description
3. Submit","Attendance type created",,,,
EMP-ATT-003,Employee Management,Attendance Types,Edit attendance type,Type exists,"1. Click Edit
2. Modify
3. Submit","Type updated",,,,
EMP-ATT-004,Employee Management,Attendance Types,Delete attendance type,Type exists with no linked records,"1. Click Delete
2. Confirm","Type removed",,,,
